0.9999889	1.1072367e-05	0.99998844	1.1531741e-05
0.9999888	1.1171473e-05	0.9999889	1.1139686e-05
0.9999869	1.31630995e-05	0.9999863	1.3743025e-05
0.99998915	1.0885354e-05	0.9999887	1.1365852e-05
0.99998903	1.0968018e-05	0.9999882	1.1752734e-05
0.99998856	1.1419262e-05	0.99998784	1.2107776e-05
0.9999852	1.4816888e-05	0.9999846	1.5378992e-05
0.9999882	1.1748331e-05	0.9999883	1.1686603e-05
0.9999877	1.2246082e-05	0.9999882	1.1828172e-05
0.9999871	1.2873873e-05	0.99998796	1.2012029e-05
0.9999881	1.1955847e-05	0.9999888	1.1182666e-05
0.9999871	1.28353795e-05	0.999987	1.2970525e-05
0.9999881	1.1881805e-05	0.9999881	1.1969184e-05
0.9999889	1.11343425e-05	0.9999887	1.1315863e-05
0.9999877	1.2317095e-05	0.9999888	1.1168831e-05
0.9999863	1.3745253e-05	0.99998665	1.3331181e-05
0.9999877	1.2306845e-05	0.99998784	1.214601e-05
0.99998796	1.1988454e-05	0.9999888	1.1209125e-05
0.99998796	1.2087876e-05	0.9999882	1.1782238e-05
0.9999881	1.1899529e-05	0.9999882	1.1795111e-05
0.9999815	1.8531839e-05	0.99998343	1.6600747e-05
0.99998915	1.0867481e-05	0.9999895	1.0487302e-05
0.9999894	1.0603607e-05	0.9999895	1.0454577e-05
0.9999882	1.1770614e-05	0.999987	1.2950169e-05
0.999985	1.5075873e-05	0.999984	1.596732e-05
0.99998057	1.9419645e-05	0.9999827	1.7257507e-05
0.99998784	1.2145071e-05	0.99998736	1.2577356e-05
0.9999852	1.482076e-05	0.99998426	1.5777356e-05
0.99998784	1.220104e-05	0.99998784	1.2170591e-05
0.99998915	1.0788331e-05	0.9999889	1.10449455e-05
0.9999882	1.1757813e-05	0.9999863	1.3694108e-05
0.9999888	1.1159717e-05	0.99998784	1.2173447e-05
0.99998426	1.5734637e-05	0.9999783	2.1709962e-05
0.99998856	1.1417094e-05	0.99998844	1.1581358e-05
0.9999728	2.7235308e-05	0.99997354	2.641985e-05
0.9999881	1.1926034e-05	0.99998677	1.319214e-05
0.9999858	1.4131024e-05	0.99998724	1.2797027e-05
0.9999876	1.2432038e-05	0.99998736	1.2678468e-05
0.9999889	1.105618e-05	0.99998856	1.1475726e-05
0.9999888	1.1200511e-05	0.99998844	1.1618617e-05
0.9999881	1.1887994e-05	0.99998784	1.2199725e-05
0.9999852	1.4736928e-05	0.9999826	1.7417655e-05
0.99998856	1.1396438e-05	0.99998856	1.1455191e-05
0.9999888	1.1221659e-05	0.99998856	1.1391612e-05
0.9999894	1.0650673e-05	0.9999883	1.1702587e-05
0.99998903	1.0988779e-05	0.9999889	1.1071067e-05
0.99998844	1.1614806e-05	0.9999889	1.1056306e-05
0.9999889	1.10902265e-05	0.9999875	1.2532996e-05
0.99997187	2.8083641e-05	0.99994373	5.6234276e-05
0.99998546	1.4506217e-05	0.9999796	2.0440055e-05
0.9999881	1.1883663e-05	0.9999869	1.3114395e-05
0.9999801	1.9886964e-05	0.99998105	1.9004437e-05
0.99998033	1.972094e-05	0.9999769	2.3092254e-05
0.99998784	1.2139561e-05	0.99998903	1.0950658e-05
0.99998796	1.2045114e-05	0.99998796	1.2045114e-05
0.9999882	1.1852687e-05	0.99998903	1.09326265e-05
0.9999883	1.1737066e-05	0.9999887	1.1338397e-05
0.9999875	1.2516166e-05	0.99998784	1.2177569e-05
0.99998474	1.5288155e-05	0.9999864	1.3544214e-05
0.9999875	1.2546736e-05	0.99998724	1.2706597e-05
0.99998283	1.7165326e-05	0.9999826	1.7446499e-05
0.9999894	1.0587258e-05	0.9999889	1.1122445e-05
0.9999845	1.5529955e-05	0.9999838	1.6175098e-05
0.9999838	1.6252148e-05	0.9999831	1.6984242e-05
0.9999875	1.2459216e-05	0.9999876	1.2406738e-05
0.999987	1.30243325e-05	0.9999882	1.1744881e-05
0.99998486	1.5135079e-05	0.9999865	1.3423686e-05
0.9999695	3.0486757e-05	0.9999777	2.2236041e-05
0.9999865	1.3480711e-05	0.9999865	1.3445775e-05
0.99998593	1.4007476e-05	0.9999863	1.37200295e-05
0.9999882	1.1759955e-05	0.9999882	1.1744264e-05
0.99997807	2.190209e-05	0.99998116	1.8856816e-05
0.99998903	1.0931396e-05	0.99998856	1.1492854e-05
0.99998844	1.1590153e-05	0.99998534	1.46796165e-05
0.99998903	1.0986915e-05	0.9999883	1.1686002e-05
0.9999864	1.3584782e-05	0.9999869	1.3158995e-05
0.9999888	1.1163687e-05	0.9999888	1.1248757e-05
0.9999883	1.1646194e-05	0.999987	1.2940908e-05
0.99998343	1.651702e-05	0.9999801	1.9963354e-05
0.9999856	1.4450655e-05	0.9999814	1.8572953e-05
0.99998236	1.7691382e-05	0.999982	1.801758e-05
0.99998796	1.2033104e-05	0.99998605	1.3963012e-05
0.9096961	0.09030388	0.93680584	0.06319416
0.99998486	1.5168863e-05	0.9999863	1.3760062e-05
0.9996569	0.00034311268	0.9964594	0.00354058
0.967319	0.032680992	0.9888676	0.011132464
0.9999659	3.404179e-05	0.99997437	2.5608531e-05
0.99995816	4.1803163e-05	0.9999597	4.0307194e-05
0.9999864	1.357986e-05	0.9999877	1.23107075e-05
0.9999871	1.2922017e-05	0.9999876	1.237219e-05
0.99998295	1.7076392e-05	0.9999871	1.2888442e-05
0.99998796	1.206552e-05	0.9999881	1.19005845e-05
0.99941623	0.0005837629	0.9991204	0.0008796251
0.9999893	1.0714622e-05	0.9999894	1.0644754e-05
0.99837154	0.0016284931	0.9997118	0.0002881924
0.99998665	1.3405777e-05	0.9999881	1.1876299e-05
0.9999877	1.2297352e-05	0.99998915	1.0877623e-05
0.99998415	1.5859752e-05	0.9999851	1.4842344e-05
0.99998546	1.4485728e-05	0.99998736	1.2683874e-05
0.999985	1.4986967e-05	0.999987	1.3001596e-05
0.99997985	2.0147669e-05	0.99998176	1.8238148e-05
0.99997544	2.4581988e-05	0.99996734	3.271643e-05
0.9936785	0.0063214647	0.98615927	0.013840746
0.9999862	1.3886258e-05	0.999984	1.6003463e-05
0.99997604	2.3933091e-05	0.999979	2.0995227e-05
0.99998045	1.9552905e-05	0.99998116	1.8846442e-05
0.9987118	0.0012882322	0.99941885	0.0005811227
0.9999881	1.1882768e-05	0.9999888	1.11973495e-05
0.99998486	1.5185653e-05	0.9999876	1.2396189e-05
0.999985	1.5069808e-05	0.99998605	1.3946044e-05
0.99998844	1.1601698e-05	0.9999887	1.1319134e-05
0.99998856	1.1391026e-05	0.99998915	1.0885022e-05
0.9999875	1.254937e-05	0.99998856	1.1426539e-05
0.99997723	2.2821185e-05	0.99998486	1.5188984e-05
0.9999651	3.4918503e-05	0.99998415	1.5881518e-05
0.99998844	1.151965e-05	0.9999887	1.1269501e-05
0.9999778	2.2139344e-05	0.999985	1.4963318e-05
0.99998796	1.2050054e-05	0.99998736	1.2650303e-05
0.99998724	1.2774567e-05	0.99998784	1.2164476e-05
0.99998546	1.4571216e-05	0.9999862	1.3768631e-05
0.9999852	1.4840308e-05	0.99998665	1.3388592e-05
0.9999839	1.6094516e-05	0.999987	1.3001287e-05
0.99998915	1.0874428e-05	0.99998796	1.2024902e-05
0.9999856	1.4365465e-05	0.9999871	1.2903693e-05
0.9999875	1.2472745e-05	0.9999883	1.1673483e-05
0.99998844	1.1540542e-05	0.9999889	1.1140068e-05
0.9999882	1.1850709e-05	0.99998784	1.2128069e-05
0.9999869	1.3119324e-05	0.99998796	1.2028606e-05
0.99998355	1.6417755e-05	0.99998605	1.3919191e-05
0.99998736	1.2641812e-05	0.99998534	1.4613855e-05
0.99998796	1.1982419e-05	0.99998724	1.2715058e-05
0.9999871	1.286479e-05	0.9999865	1.3444197e-05
0.99998724	1.2704028e-05	0.9999871	1.2910487e-05
0.9999882	1.1786891e-05	0.99998665	1.3408832e-05
0.99998784	1.21353705e-05	0.99998736	1.2576839e-05
0.99998665	1.3354927e-05	0.99998546	1.4594302e-05
0.99998784	1.2139862e-05	0.99998665	1.3405457e-05
0.9999876	1.23471555e-05	0.99998784	1.2104024e-05
0.99998593	1.4038115e-05	0.9999869	1.3125243e-05
0.99998915	1.086998e-05	0.9999889	1.1141885e-05
